 ERB	 Fc	 rl	 rA	 rI	 Plin	 Ln	 NOS	 LTL	 SPL	 MOS_LQO
22.117	12.0318	0	0	0	9.7937	11.4322	4.2873	44.116	79.89	3.3088
22.1632	12.0432	0	0	0	4.1293	5.4676	2.1224	43.758	79.9	3.5863
19.3108	11.8107	0	0	0	31.554	35.668	7.6997	45.159	85.82	2.1579
21.1801	12.0034	0	0	0	20.0361	28.538	6.7504	44.537	83.01	2.5411
22.1271	12.0399	0	0	0	11.3213	16.4874	4.134	44.017	80.43	3.3235
22.1488	12.0298	0	0	0	6.6666	8.8924	2.2978	43.513	79.96	3.1722
21.9219	12.042	0	0	0	3.9144	4.4478	1.2988	43.521	79.9	3.3196
15.3148	11.655	0	0	0	34.3543	31.2634	5.517	34.815	87.17	1.7107
18.218	11.9306	0	0	0	18.9961	25.801	5.0876	41.319	84.79	1.7125
20.4195	11.9914	0	0	0	10.5185	15.9901	3.2072	43.676	81.14	3.3563
21.6841	12.0339	0	0	0	7.1076	8.6003	1.6946	43.502	80.04	3.1406
22.0627	12.0296	0	0	0	4.3466	4.4211	1.0731	43.495	79.93	3.1633
15.9943	12.2106	0	0	0	31.3916	40.7343	6.2165	59.285	79.61	1.6732
21.6089	12.0387	0	0	0	20.5604	26.6857	4.8713	50.79	79.84	2.4701
22.199	12.0342	0	0.4069	0	12.2597	14.8898	3.5548	44.752	79.9	3.0252
22.1393	12.0354	0	0.2686	0	6.394	7.6067	2.2434	43.811	79.89	3.1979
21.946	12.0366	0	0	0	3.5625	4.0825	1.4046	43.685	79.9	3.4044
20.0496	11.874	0	0	0	21.034	35.5809	7.6346	68.864	83.3	2.4598
21.8706	11.9977	0	0	0	15.663	25.6198	5.6989	60.625	81.64	2.5304
22.0338	12.0407	0	0	0	10.8047	15.3793	3.4337	48.153	80.17	3.3324
21.9777	12.0492	0	0	0	6.2453	8.1893	1.995	44.143	79.91	3.2372
22.1633	12.0375	0	0	0	3.4024	3.9931	1.2327	43.668	79.91	3.6531
7.7344	8.8683	0	0	0	48.2545	36.9077	5.2722	38.917	92.4	1.8193
15.3462	11.8765	0	0	0	23.6201	28.7211	4.8718	44.227	88.76	2.0121
18.4014	11.9715	0	0	0	13.1473	17.0654	3.539	44.294	82.59	2.0761
20.577	12.0218	0	0	0	7.211	9.0249	1.655	43.66	80.23	3.1751
21.6293	12.0282	0	0	0	3.7332	4.592	0.9797	43.371	79.94	3.6638
15.9021	12.298	0	0	0	41.5607	50.51	10.5663	61.789	84.52	1.4554
21.9015	12.0146	0	0	0	28.8939	33.6355	8.8749	49.992	80.78	2.5624
22.1844	12.0343	0	0	0	17.2305	19.2594	6.3019	45.597	80.02	2.546
22.1354	12.0298	0	0	0	8.3703	10.1525	3.6194	44.164	79.9	3.1837
22.1501	12.0375	0	0	0	4.0444	4.8811	1.8855	43.725	79.9	3.3072
18.208	12.098	0	0	0	41.8194	53.2401	8.7883	61.873	79.37	1.762
21.6983	12.021	0	0	0	28.8023	32.78	8.0913	50.532	79.84	2.485
22.0108	12.0379	0	0	0	16.8854	18.4372	5.9011	45.533	79.89	2.5285
22.0087	12.0379	0	0	0	8.439	9.5524	3.3736	43.976	79.89	3.2134
22.0569	12.0254	0	0	0	3.6378	4.4783	1.8093	43.878	79.88	3.5278
18.5759	11.9795	0	0	0	44.2071	47.1356	13.6466	53.339	84.21	2.253
21.2634	12.0094	0	0	0	34.5322	34.9976	11.6768	48.838	81.65	2.3282
22.0294	12.0271	0	0	0	20.7348	20.4021	7.9911	44.548	79.91	2.4598
22.1389	12.0302	0	0	0	11.0697	10.8961	4.364	42.857	79.58	3.336
22.1944	12.0423	0	0	0	5.9236	5.1347	1.9476	42.297	79.56	3.4107
19.5774	12.1715	0	0	0	49.3018	55.1144	13.7248	61.584	80.21	2.253
21.4684	12.0505	0	0	0	40.047	37.9324	12.4831	53.467	79.92	2.253
22.0634	12.0374	0	0	0	24.9032	21.5014	9.3562	45.895	79.58	2.5286
22.1582	12.0374	0	0	0	13.2883	11.4204	5.3489	43.195	79.56	2.5216
22.1207	12.0366	0	0	0	5.8349	5.4632	2.57	42.359	79.56	3.4417
18.3371	11.791	0	0	0	38.5616	37.6932	10.206	43.4	86.25	2.0554
21.275	11.9737	0	0	0	23.8858	29.0748	8.9096	45.1	83.23	2.5286
21.9744	12.0079	0	0	0	14.3792	16.758	5.4567	43.836	80.3	2.5795
22.0634	12.0094	0	0	0	8.9412	8.8239	2.9627	42.668	79.63	3.5828
22.1245	12.0308	0	0	0	5.5528	4.4616	1.4527	42.328	79.55	3.1679
14.143	11.6729	0	0	0	36.15	30.5517	7.1955	35.499	87.65	1.686
17.1624	11.9081	0	0	0	21.7354	25.1581	6.7393	41.26	85.14	1.7662
20.2345	11.9961	0	0	0	13.6416	15.5492	4.2479	43.139	81.13	2.9376
21.6738	12.0227	0	0	0	9.5934	8.22	2.2586	42.368	79.73	3.4607
22.0618	12.0302	0	0	0	6.6048	4.2772	1.1992	42.098	79.58	3.0844
14.6723	11.7444	0.005	3.0351	0	44.8913	46.1228	8.5776	56.192	80.92	1.7104
13.9899	10.7403	0.005	0.9188	0	34.4674	34.6588	8.0465	50.743	79.6	1.7104
22.0377	12.0399	0	0	0	15.1798	18.6332	4.0744	43.178	79.65	2.5845
21.9134	12.0373	0	0	0	8.8888	9.7477	2.3498	42.38	79.57	3.5155
22.0648	12.0142	0	0	0	4.9843	4.8558	1.4625	42.347	79.56	3.1281
20.1381	11.9236	0.006	0	0	23.4486	36.1406	9.1551	69.694	83.93	2.5316
21.1386	11.9895	0.011	0	0	17.088	26.895	6.6939	67.129	81.92	1.7341
22.2001	12.0352	0	0	0	12.949	16.028	3.9575	49.02	79.88	3.1753
22.1434	12.0268	0.005	0	0	8.598	8.2628	2.1667	42.688	79.57	2.0618
22.0409	12.0305	0	0	0	4.7594	4.1231	1.2507	42.215	79.55	3.1895
5.5871	6.8407	0	0	0	46.7105	35.0969	6.9827	41.095	92.75	1.8668
17.934	11.9407	0	0	0	26.8338	26.9119	6.6006	43.716	88.79	1.7014
20.3678	12.0109	0	0	0	15.9663	15.652	4.7667	43.339	82.39	2.6197
21.5651	12.0212	0	0	0	9.8915	8.2518	2.3071	42.552	79.92	3.4274
22.0259	12.0238	0	0	0	5.6781	4.1494	1.111	42.05	79.58	3.2756
16.9464	12.0678	0	0	0	39.3818	52.176	13.8953	66.161	85.83	1.9528
21.5887	12.0038	0	0	0	34.967	37.6123	10.9174	50.78	80.68	2.3606
22.125	12.0216	0	0	0	21.7291	21.2328	7.7453	44.212	79.71	2.3993
22.0767	12.0265	0	0	0	11.311	11.3495	4.2914	42.889	79.57	3.3235
22.0742	12.0211	0	0	0	5.1663	5.4743	2.0617	42.247	79.56	3.4144
17.538	12.2469	0	0	0	40.0175	51.5043	10.8489	59.242	79.66	1.6877
21.6685	12.0124	0	0	0	31.1866	33.4134	9.5632	49.38	79.83	2.5052
21.9577	12.0209	0.001	0.5373	0	19.0334	18.64	7.0599	44.628	79.6	2.4884
21.9624	12.0324	0	0.1806	0	10.3192	9.6228	4.0112	42.857	79.55	3.2858
22.0847	12.0282	0	0	0	4.8421	4.5531	2.0913	42.651	79.56	3.5381
18.9165	11.9568	0	0	0	40.5285	46.8126	13.2783	56.201	84.12	2.253
21.7813	12.0592	0	0	0	27.6511	34.6677	10.8464	59.258	81.4	2.3937
22.3525	12.0475	0	0	0	15.3551	20.2816	7.145	57.561	79.61	2.6153
22.3712	12.0411	0	0	0	8.285	10.7331	4.0471	56.016	79.15	3.1834
22.2524	12.0332	0	0	0	4.004	5.0334	2.028	55.436	79.13	3.4777
19.3615	12.1077	0	0	0	41.7637	54.6572	13.5822	68.651	79.98	2.253
21.6384	12.0748	0	0	0	30.6473	37.5443	11.8398	64.405	79.54	2.253
22.3041	12.0443	0	0	0	18.0055	21.2949	8.654	58.548	79.25	2.4305
22.1676	12.0427	0	0	0	8.1935	11.1247	5.1803	56.153	79.14	3.285
22.364	12.041	0	0	0	4.0913	5.307	2.6452	55.635	79.12	3.6069
17.9018	11.8518	0	0	0	29.6295	36.5152	8.8381	48.888	86.07	1.71
21.7644	12.0072	0	0	0	18.6535	28.7705	7.7936	56.21	82.94	2.5888
22.369	12.0425	0	0	0	12.9449	16.9054	4.7863	56.997	79.98	2.8087
22.2634	12.0323	0	0	0	7.7367	8.6872	2.7342	55.616	79.21	3.4175
22.3057	12.0353	0	0	0	4.101	4.3521	1.5584	55.475	79.13	3.2463
16.3827	11.6869	0	0	0	29.3833	30.3651	6.2239	40.584	87.6	1.8487
18.8416	11.9117	0	0	0	16.9688	24.8291	5.7676	52.507	84.98	1.9483
20.9274	12.0104	0	0	0	13.3169	15.3011	3.7474	56.04	80.83	3.1753
21.8329	12.0215	0	0	0	8.9696	8.0673	2.1353	55.386	79.3	3.5252
22.3376	12.0481	0	0	0	4.5948	4.1716	1.294	55.308	79.15	3.155
9.6091	14.0592	0.008	0	0	43.4856	52.1605	7.8761	58.554	80.8	1.7664
21.8111	12.0316	0	0	0	19.4103	34.2813	5.7565	57.253	79.44	2.585
22.3676	12.0356	0	0	0	10.0643	19.021	3.845	55.92	79.19	3.3018
22.3085	12.0362	0	0.3859	0	5.4469	9.9943	2.3193	55.383	79.14	3.195
22.3275	12.0391	0	0	0	3.2213	4.8477	1.5207	55.558	79.13	3.462
18.3978	11.917	0.004	0	0	21.4847	34.5526	9.0127	66.882	83.39	1.8695
20.1033	12.0049	0.004	0	0	14.651	26.3885	6.4878	67.403	81.38	2.1243
21.8048	12.0273	0	0	0	11.2909	15.7644	3.8455	56.303	79.56	3.2475
22.2375	12.0454	0	0	0	6.7272	8.1856	2.2085	55.586	79.17	3.1976
22.3602	12.0414	0	0	0	3.8699	3.8634	1.4053	55.473	79.13	3.2557
4	4.2833	0	0	0	44.797	35.5685	5.8848	47.049	92.9	1.8668
16.8902	11.8735	0	0	0	20.9039	28.5161	5.4177	57.559	88.63	1.7373
21.3347	12.0142	0	0	0	14.4983	16.713	3.947	56.755	82.14	2.5899
21.8266	12.044	0	0	0	8.5754	8.7472	2.0026	55.832	79.49	3.2661
22.2818	12.0351	0	0	0	4.292	4.4036	1.1637	55.232	79.16	3.28
15.0614	12.0995	0	0	0	42.0427	53.7359	13.5757	65.373	85.46	1.7388
21.3203	12.0392	0	0	0	26.4145	37.7017	10.3079	61.98	80.13	2.4645
22.2397	12.0413	0	0	0	15.4113	21.2436	6.9551	57.764	79.33	2.6491
22.3247	12.036	0	0	0	7.4357	11.267	4.0191	55.928	79.14	3.7314
22.3651	12.0439	0	0	0	3.8658	5.4445	2.0244	55.514	79.11	3.4925
10.9699	14.2378	0	0	0	39.8007	54.3843	10.1756	66.392	78.44	1.8668
21.3462	12.0101	0	0	0	24.7441	32.0768	9.3139	60.903	79.46	2.5286
21.7181	12.0249	0	0	0	13.4199	17.9787	6.6692	57.498	79.29	2.887
22.1996	12.0355	0	0	0	6.8568	9.1087	3.9724	55.788	79.11	4.0368
22.3498	12.038	0	0	0	3.8253	4.2554	2.2036	55.756	79.12	3.5467
15.1216	12.0978	0	0	0	40.9108	46.2431	11.6458	55.12	83.88	1.5452
20.3648	12.0312	0	0	0	27.6139	34.5599	9.3933	51.118	81.42	2.5359
21.9627	12.0253	0	0	0	15.9532	20.2664	5.8697	47.61	79.91	2.5822
22.2272	12.0285	0	0	0	8.41	10.8809	3.0387	45.962	79.66	3.3587
22.2849	12.0318	0	0	0	4.0251	5.125	1.4171	45.609	79.64	3.2301
18.2045	12.228	0	0	0	45.8255	54	11.3854	64.117	79.87	1.8736
21.1497	12.0937	0	0	0	35.5695	37.5	10.2342	54.366	79.76	2.3486
22.2936	12.0491	0	0	0	20.5675	21.4678	7.1749	48.495	79.65	2.4598
22.2985	12.034	0	0	0	10.2783	11.3406	3.9508	46.164	79.64	3.2858
22.3119	12.0265	0	0	0	4.5919	5.4262	1.9057	45.791	79.65	3.3247
19.6613	11.8554	0	0	0	29.8577	36.6817	7.5536	46.108	85.85	2.2598
21.7397	11.9861	0	0	0	17.5165	27.8687	6.5939	48.18	82.97	2.5622
22.0371	12.0111	0	0	0	11.0221	16.8849	3.6757	46.767	80.23	3.336
22.2633	12.0268	0	0	0	6.9096	8.7638	1.8654	45.767	79.7	3.1406
22.302	12.0245	0	0	0	4.1353	4.4606	1.0308	45.529	79.65	3.3225
14.6661	11.705	0	0	0	32.0805	31.0588	5.3477	38.095	87.22	1.7887
18.9362	11.9751	0	0	0	17.0854	26.0009	4.7766	43.712	84.72	1.9483
21.417	12.0048	0	0	0	10.3353	16.1533	2.8395	46.088	80.9	3.2847
22.2833	12.0292	0	0	0	7.1499	8.6441	1.3998	45.614	79.76	3.1406
22.2787	12.0289	0	0	0	4.566	4.4617	0.8362	45.435	79.66	3.3465
17.5122	12.3403	0	0	0	26.3881	35.3288	5.9331	57.773	79.58	1.7019
21.4114	12.0248	0	0	0	19.1373	26.466	4.8909	48.349	79.63	2.589
22.3159	12.0296	0.001	0.9711	0	11.9623	14.268	3.2707	45.902	79.64	2.069
22.3129	12.0334	0.001	0.6861	0	6.6618	7.4871	1.9003	45.731	79.65	3.0817
22.2708	12.0198	0	0	0	3.5716	3.9139	1.1579	45.569	79.64	3.7044
13.4734	10.7113	0	0	0	23.7737	35.8631	8.5103	68.438	83.29	1.8124
21.5882	12.0013	0.002	0	0	14.4161	25.7436	5.6805	60.717	81.53	2.5494
22.159	12.0222	0	0	0	9.845	15.586	3.0309	48.983	80.02	3.3956
22.2514	12.0289	0	0	0	5.9076	8.2905	1.5987	45.775	79.69	3.3427
22.3299	12.0337	0	0	0	3.5825	4.0435	0.9747	45.653	79.66	3.704
8.0645	10.3475	0.002	0	0	42.1907	36.6102	5.2348	41.839	92.4	1.8193
15.7976	11.9221	0.002	0	0	20.9304	28.6396	4.5085	46.46	88.75	1.9777
19.4236	11.968	0	0	0	12.2735	17.1055	3.2377	46.445	82.48	2.724
21.3403	12.0148	0	0	0	7.81	9.0216	1.4141	45.562	80	3.206
22.0268	12.0231	0	0	0	4.5812	4.5655	0.7543	45.586	79.68	3.3145
15.6036	12.3874	0	0	0	37.4774	50.5667	11.648	62.856	84.48	1.5452
21.4807	12.0107	0	0	0	25.7336	33.4753	8.841	51.591	80.58	2.6058
22.0795	12.0331	0	0	0	15.4974	19.1807	5.6899	47.929	79.78	2.5505
22.2946	12.0306	0	0	0	8.2232	10.1296	3.0827	46.127	79.64	3.1998
22.2684	12.0374	0	0	0	3.8999	4.8482	1.5572	45.836	79.64	3.2808
12.6314	14.3188	0	0	0	46.5439	55.895	8.754	62.516	79.09	1.7359
22.2146	12.0456	0	0	0	27.2593	33.0014	8.113	52.783	79.67	2.485
22.2467	12.0323	0	0	0	15.3373	18.4771	5.5516	47.892	79.62	2.5505
22.2999	12.0313	0	0	0	7.8643	9.5888	2.9709	46.335	79.65	3.1546
22.3112	12.0322	0	0	0	4.2286	4.4913	1.4783	45.704	79.65	3.2301
18.3207	12.0397	0	0	0	38.9654	46.8673	14.6837	58.733	84.03	2.2168
20.1386	12.021	0	0	0	29.4743	34.9574	12.4238	53.46	81.38	2.253
21.7836	12.0379	0	0	0	17.3922	20.2246	8.3499	47.693	79.31	2.4631
22.1384	12.0403	0	0	0	9.6052	10.7587	4.6902	45.032	78.9	3.3631
22.2537	12.0368	0	0	0	4.6713	5.0532	2.0547	44.261	78.87	3.4645
18.4728	12.1803	0	0	0	45.6466	54.8498	14.5047	65.795	79.93	2.2168
20.8534	12.0661	0	0	0	38.8915	38.0457	13.0473	56.363	79.5	2.253
22.0908	12.0406	0	0	0	25.1207	21.3719	9.8504	48.812	78.98	2.5246
22.1706	12.0411	0	0	0	12.1039	11.2604	5.8833	45.509	78.88	2.6429
22.0885	12.0204	0	0	0	5.042	5.3723	2.9425	44.412	78.88	3.5386
19.2997	11.8908	0	0	0	28.8864	37.2767	10.6402	47.575	86.08	2.4032
21.6485	11.9948	0	0	0	18.5015	28.87	9.4423	48.666	83.01	2.4443
22.0554	12.0394	0	0	0	11.6567	16.722	5.616	46.158	79.77	2.7315
22.1933	12.0233	0	0	0	7.192	8.7003	3.0514	44.578	78.95	3.7161
22.2232	12.0382	0	0	0	4.3919	4.3767	1.4552	44.148	78.88	3.2507
15.3691	11.7885	0	0	0	29.1232	30.6305	7.3231	39.372	87.38	1.8489
19.9959	11.9676	0	0	0	17.8373	25.6137	6.8939	45.945	84.91	2.6309
22.1432	12.0397	0	0	0	12.5243	15.9741	4.3682	46.08	80.81	2.9294
22.2107	12.0283	0	0	0	8.054	8.236	2.2779	44.243	79.06	3.2868
22.2081	12.0526	0	0	0	4.6298	4.2413	1.1283	44.014	78.89	3.1575
13.7647	11.7301	0.006	1.3703	0	45.9893	51.0592	8.657	53.824	80.45	1.5318
22.0646	12.0333	0	0	0	24.1764	35.7462	6.3097	50.478	79.07	2.5005
22.2127	12.0346	0	0	0	14.6313	20.0083	3.9944	45.639	78.92	2.5357
22.1871	12.04	0	0	0	7.3803	10.551	2.2215	44.496	78.88	3.3248
22.1836	12.0343	0	0	0	4.0955	5.1288	1.4058	44.115	78.87	3.3109
17.4153	11.9418	0	0	0	24.1309	34.2437	10.0865	70.764	84.6	1.7664
21.3281	11.9988	0.004	0	0	12.8939	22.2039	8.8887	63.295	81.99	2.4521
22.1249	12.0118	0.003	0	0	10.4382	13.1687	5.5955	48.403	79.8	2.1937
22.1799	12.033	0.003	0	0	6.0874	6.6404	3.1957	44.703	78.96	2.3209
22.1905	12.0104	0.002	0	0	3.7125	3.1419	1.6914	44.155	78.88	3.4442
4	3.6998	0	0	0	36.6872	34.7118	6.7661	45.531	92.8	1.9615
16.9675	11.9676	0	0	0	20.7554	28.7183	6.7122	50.52	88.84	1.7373
21.061	12.0077	0	0	0	13.8891	16.9923	5.0102	46.9	82.25	2.6103
21.9685	12.0527	0	0	0	9.0352	8.7946	2.3515	44.541	79.29	3.4802
22.2236	12.0285	0	0	0	4.565	4.4304	1.0621	44.268	78.92	3.2224
11.1289	15.0442	0	0	0	44.1467	51.8735	11.7174	65.321	85.48	1.8199
20.7809	11.9932	0	0	0	32.0172	39.4778	11.4165	53.225	80.05	2.3937
21.6633	12.032	0	0	0	19.9846	22.0895	7.9668	47.3	78.99	2.5466
22.1243	12.03	0	0	0	10.0654	11.8524	4.4915	44.879	78.87	3.3223
22.2102	12.0355	0	0	0	4.3799	5.7932	2.1214	44.321	78.87	3.5594
13.415	14.5913	0	0	0	46.235	53.1966	10.9818	62.933	78.97	1.7568
22.023	12.0417	0	0	0	28.0066	31.899	10.7097	53.621	79.32	2.3937
22.2068	12.0445	0	0.184	0	17.583	17.5491	7.8684	47.146	78.92	2.5375
22.0668	12.0446	0	0.2653	0	8.9736	8.9914	4.5411	44.892	78.87	3.4039
22.2095	12.032	0	0	0	4.0117	4.1621	2.3921	44.268	78.87	3.5797
